"act_type","base_price","causes_deadline_changes","causes_price_changes","centralized_procedure","contract_close_date","contract_date","Exectution","execution_dummy","contractual_modifications","contractual_price","effective_total_price","Variation_price","environmental_criteria","environmental","execution_period","procedure_type","cpvs","competing_entities","contract_year","contract_month","contract_day","covid_pandemic","nipcs","Location","loc","cpvPrincipal_2chars","cpv_descricao","CPV_agrupado","bidders","ln_effective_total_price","ln_base_price","contract_year_centered","contract_year_sq","efficiency","custo_aumentou","risk_prob","price_sim_rf"
"Standard Procedure Notice",9670,"-","-","-",2022-10-31,2022-05-03,181,0,"-",2120,2120,0,"-",0,98,"Concurso público","33696500-0, Reagentes de laboratório","IZASA SCIENTIFIC, Lda. (513252088),EUROIMMUN PORTUGAL, UNIPESSOAL LDA (504022180),ARIUM - Sistemas de Diagnóstico, LDA. (502501880),BIO-RAD LABORATORIES, LDA. (501301321),BECKMAN COULTER PORTUGAL UNIPESSOAL, LDA (509035167),BIOPORTUGAL Químico, Farmaceutica, Lda. (502380543),SEBIA - FABRICO DE APARELHOS BIOQUÍMICOS, UNIPESSOAL LDA (515487996)",2022,5,3,1,"501427511","PT170","PT17","33","Equipamento médico, medicamentos e produtos para cuidados pessoais","Group 02: Medical Equipment",15,7.65917136766606,9.17688699571696,0.60362350861692,0.364361340155001,0.184062846566686,0,0,2120
"Standard Procedure Notice",252360.8,"-","Terminou a vigência do contrato","-",2021-12-12,2021-01-29,317,1,"-",2135,1830,-0.142857142857143,"-",0,336,"Concurso público","33190000-8, Dispositivos e produtos médicos variados","FILSAT - EQUIPAMENTOS MÉDICO-CIENTÍFICOS LDA (506708616),CLINIFAR SA (503281115),MEDLINE INTERNATIONAL PORTUGAL, LDA (510533515),Intersurgical Portugal - Comércio de Produtos Hospitalares, Lda (503480045),WSA PORTUGAL (509230598),Smiths Medical, Unipessoal,Lda (507445937),MEDTRONIC PORTUGAL, LDA (504223933),Atos Medical Spain, SL-Suc em Port (980435978),INSULARPHARMA COM PROD QUIMICO-FARMACEUT. DA MADEIRA (511135858)",2021,1,29,1,"511228848","PT300","PT30","33","Equipamento médico, medicamentos e produtos para cuidados pessoais","Group 02: Medical Equipment",15,7.51207124583547,12.4386190511269,-0.39637649138308,0.157114322921161,0.00765973997888733,0,0,1830
"Standard Procedure Notice",19900,"-","As quantidades reais necessárias para fazer face às necessidades do INSA. I.P., ficaram abaixo do inicialmente previsto.","-",2022-12-29,2022-09-28,92,0,"-",2144,1072,-0.5,"-",0,33,"Concurso público","33696500-0, Reagentes de laboratório","CSPSaúde, (508440246),Bio-Rad Laboratories, Lda. (501301321),Quilaban, S.A (500399670),Frilabo II, Lda. (507958861),Arium - Sistemas de Diagnóstico, Lda. (502501880),Alfagene Lda (503387398),MAGNAMED - Comercialização de Produtos Médicos, LDA. (503640476),Type Solution (508400317),BIOPORTUGAL, LDA (502380543)",2022,9,28,1,"501427511","PT170","PT17","33","Equipamento médico, medicamentos e produtos para cuidados pessoais","Group 02: Medical Equipment",16,6.97728134163075,9.89852526070631,0.60362350861692,0.364361340155001,0.0471540686671037,0,0,1072
"Notice Correction Statement",72200,"O prazo para a execução física foi alargado, por forma a prolongar o prazo de validade dos produtos em stock, de acordo com as necessidades dos Laboratórios do INSA, I.P.","-","-",2023-01-18,2022-05-02,261,0,"-",2145.2,2145.2,0,"-",0,91,"Concurso público","33696500-0, Reagentes de laboratório","Lusopalex - Produtos de Saude Unipessoal Lda (503531588),VWR International - Material de Laboratório,Lda. (503842770),Arium - Sistemas de Diagnóstico, Lda. (502501880),Genomica (A79434718),ROCHE SIST.DIAG., SOC. UNIP. LDA (504282921),ISOTOPOS E DERIVADOS (ISODER) S.A. (502241594),Knowhow, Lda (509884296),Quilaban, S.A (500399670),BIOPORTUGAL - Químico, Farmacêutica, LDA. (502380543)",2022,5,2,1,"501427511","PT170","PT17","33","Equipamento médico, medicamentos e produtos para cuidados pessoais","Group 02: Medical Equipment",16,7.67098806710877,11.1872091752005,0.60362350861692,0.364361340155001,0.0426146421146607,0,0,2145.2
"Standard Procedure Notice",53973.05,"-","-","-",2022-08-17,2022-05-25,84,1,"-",2150,2150,0,"-",0,670,"Concurso público","33694000-1, Meios de diagnóstico","Med Trust Portugal, Lda (510862993),Quilaban, S.A (500399670),Normax - Fábrica de vidros científicos, Lda. (500203130),VWR International - Material de Laboratório,Lda. (503842770),BASTOS VIEGAS SA (500042772),ROCHE SISTEMAS DE DIAGNOSTICOS, LDA (504282921),GLOBIPROTEC Unipessoal, Lda (508194970),KNOW-HOW, LDA. (509884296),Abbott Laboratórios Lda (500006148),NEXTPHARMA Unipessoal, LDA. (510810454),CSP SAÚDE - Centro de Serviços Partilhados, S.A. (508440246),BAPTISTA MARQUES - DIAGNÓSTICA E REAGENTES, LDA (501439110)",2022,5,25,1,"503135593","PT11","PT11","33","Equipamento médico, medicamentos e produtos para cuidados pessoais","Group 02: Medical Equipment",22,7.67322312112171,10.896258654487,0.60362350861692,0.364361340155001,0.0361833207746305,0,0,2150
"Standard Procedure Notice",123452.2,"31-12-2023","Diminuição de consumo","-",2023-12-31,2023-02-16,318,1,"-",2153.03,1936.48,-0.100579183754987,"-",0,366,"Concurso público","33600000-6, Produtos farmacêuticos","FSA DIGITAL MED. LDA (510908497),MOLNLYCKE HEALTH CARE COM PROD HOSPITALARES, LDA (511101066),KVTECH PORTUGAL - PROD. MEDICOS UNIPESSOAL, LDA (508671531),LABORATORIOS URGO, S.L.U. (B83608604),Medicinália Cormédica, Lda (500684324),JMV PRODUTOS HOSPITALARES, LDA (501887148),BATIST MEDICAL PORTUGAL UNIP., LDA (DOCWORLD) (508592909),SOCIME II - Produtos Médicos, Lda. (504453939),Overpharma, Produtos Médicos e Farmacêuticos, Lda (505792362),QUILABAN QUIM. LABORATORIAL ANALITICA, SA (500399670),B BRAUN MEDICAL LDA (501506543),CLINIFAR PRODUTOS CLINICOS E FARMACEUTICOS, SA (503281115),VIRTUGAL, LDA. (510113923),ESSITY PORTUGAL, LDA (EX. BSN/SCA) (503237612),BIOTORAX, LDA (508761913),ALLOGA LOGIFARMA, S.A. (503934640),SMITH & NEPHEW, LDA (503552461),PAUL HARTMANN, LDA (502271728),QUEENLABS, LDA (503984485)",2023,2,16,1,"509186998","PT170","PT17","33","Equipamento médico, medicamentos e produtos para cuidados pessoais","Group 02: Medical Equipment",37,7.56862717099029,11.723617415863,1.60362350861692,2.57160835738884,0.0125249396793501,0,0,1936.48
"Standard Procedure Notice",125362.78,"-","-","-",2022-11-24,2022-06-01,176,1,"-",2155.44,2155.44,0,"-",0,334,"Concurso público","33140000-3, Material médico de consumo","Salutec - Serviços e Equipamentos de Saúde. Ldª (506380408),ROCHE SISTEMAS DE DIAGNOSTICOS, LDA (504282921),Dimor Lusitana (500730741),Batist Medical Portugal Unipessoal, Lda. (508592909),MEDLINE PORTUGAL (510533515),SPECULUM - ARTIGOS MÉDICOS,LDA (502996323),B BRAUN MEDICAL LDA (501506543),EPJMÉDICA - ARTIGOS MÉDICOS HOSPITALARES, LDA. (506820513),VIRTUGAL, LDA (510113923),VYGON (PORTUGAL) - PRODUTOS MEDICOS E FARMACÊUTICOS, LDA (503232785),EXPOMENDICA (501886621),HR HOSPITALAR, UNIPESSOAL, LDA (501895558),FEIRAMEDICA, IMP.COM.EQUIP.HOSP., LDA (503731900),Filsat - Equipamento Médico Cientifico (506708616),EZEQUIEL PANAO JORGE, LDA (501412727),EUGENIO PEREIRA, LIMITADA (503989525),ENZIFARMA - DIAGNÓSTICA E FARMACÊUTICA, S.A. (503636975),CSP SAÚDE, SA (508440246),MEDICINALIA CORMEDICA - MC MEDICAL, LDA (500684324),IBERLAB & IMUNOREAGE - SOLUÇÕES PARA LABORATÓRIO, LDA (503406694),NORMAX - FÁBRICA DE VIDROS CIENTIFICOS, LDA (500203130),ANASTACIO SALDANHA, S.A. (505804441),TEC4LIFE (516110616),P M H PRODUTOS MEDICO HOSPITALARES, S.A (502376899),BASTOS VIEGAS S A (500042772),SARSTEDT, S.A. (503019461),VicisVita, Unip. Lda. (515387134),OVERPHARMA- PRODUTOS MEDICOS FARMAC. LDA (505792362),VACUETTE PORTUGAL,S.A. (505348470),INTERSURGICAL - PORTUGAL (503480045)",2022,6,1,1,"503135593","PT11","PT11","33","Equipamento médico, medicamentos e produtos para cuidados pessoais","Group 02: Medical Equipment",52,7.6757501580308,11.7389750297342,0.60362350861692,0.364361340155001,0.0157644812034745,0,0,2155.44
"Standard Procedure Notice",16243.84,"-","DIMINUIÇAO DOS CONSUMOS","-",2023-12-29,2023-01-03,360,1,"-",2181,375,-0.828060522696011,"-",0,365,"Concurso público","33140000-3, Material médico de consumo","TELEFLEX (980249783),Ezequiel Panão Jorge, Lda. (501412727),PMH - Produtos Médico Hospitalares, S.A. (502376899),Overpharma-Produtos Médicos e Farmacêuticos, Lda (505792362),Clinifar, S.A. (503281115),B. BRAUN MEDICAL, UNIPESSOAL LDA (501506543),TEPREL - Equipamentos Médicos, S.A. (502262184),Vygon (Portugal)-Produtos Médic Farmaceuticos,Lda (503232785),EPJMEDICA (506820513),IBERDATA - EQUIPAMENTOS S.A. (501904921),VIRTUGAL, LDA. (510113923),Medtronic Portugal, Lda. (504223933),Intersurgical, Lda (503480045)",2023,1,3,1,"509186998","PT170","PT17","33","Equipamento médico, medicamentos e produtos para cuidados pessoais","Group 02: Medical Equipment",23,5.92692602597041,9.69553059887033,1.60362350861692,2.57160835738884,0.0172819464340258,0,0,375
"Standard Procedure Notice",40050,"-","-","-",2023-08-10,2023-06-01,70,1,"-",2185,2185,0,"-",0,245,"Concurso público","33190000-8, Dispositivos e produtos médicos variados","EPJMEDICA - ARTIGOS MÉDICOS HOSPITALARES (506820513),MAGUMBO AUXILIARES DE MARCHA, LDA (500954291),SALUTEC-SERVIÇOS E EQUIPAMENTOS DE SAUDE, LDA (506380408),AMÉRICO QUINTINO & FILHOS - PRODUTOS ORTOPÉDICOS, LDA. (508988390),OrtoNeves- Centro Ortopédico Dietetico V.Aves, Lda. (506710025),ORTOPEDIA MODERNA, LDA (500481300),ORTO REGO - COMÉRCIO E APLICAÇÃO DE PRODUTOS ORTOPÉDICOS, LDA. (504820915),ORTOPEDIA DOS ANJOS (500783810),ERGOMÉTRICA-PRODUTOS DE APOIO, ORTOPÉDICOS E DE ELEVAÇÃO, LDA. (502111216),SIORTO-SOCIEDADE INDUSTRIAL DE ORTOPEDIA LIMITADA (500251177),Gameiros (503326305)",2023,6,1,0,"509186998","PT170","PT17","33","Equipamento médico, medicamentos e produtos para cuidados pessoais","Group 02: Medical Equipment",19,7.68937110752969,10.5979089209738,1.60362350861692,2.57160835738884,0.0417353751508724,0,0,2185
"Standard Procedure Notice",163081,"-","-","-",2022-11-30,2022-10-31,30,1,"-",2185,2185,0,"-",0,181,"Concurso público","33100000-1, Equipamento médico","VIRTUGAL (510113923),Oftaldata-Prod.Oft, Lda (504887459),Promei Centro, Lda (506470113),ALFRAPHAR - Equipamentos e Produtos Farmacêuticos, Lda. (504223895),EPJMEDICA (506820513),EUGÉNIO PEREIRA, LDA. (503989525),BACELAR E IRMÃO, LDA (500532818),EUROCASMÉDICA - PRODUTOS HOSPITALARES, S.A. (503322105),Feiramédica - Importação e Comércio de Equipamentos Hospitalares, Lda (503731900),Medicinália Cormédica, Lda (500684324),IBERDATA - EQUIPAMENTOS, S.A. (501904921),Speculum (502996323),Micromil - Sistemas Médicos e Industriais SA (501605770),Clinifar-Produtos Clí. e Farm, S A. (503281115),SPACE MEDICAL - EQUIPAMENTOS MEDICOS, LDA (507662407),TeK4life Med Lda (516110616),FILSAT - EQUIPAMENTOS MÉDICO-CIENTÍFICOS LDA. (506708616),Vicis Vita - Equipamentos e Consumiveis Emergência Unipessoal, Lda (515387134),RMV - PRODUTOS HOSPITALARES, LDA (514782196),GAMEIROS, MATERIAL CLÍNICO, LDA. (503326305),Paramédica, Lda (501393005),EXPOMEDICA (501886621),WTEC LDA (504022172),FORSCOPTIC LDA (515414581),NOSBET - EQUIPAMENTOS, SA. (513514872)",2022,10,31,1,"503135593","PT11","PT11","33","Equipamento médico, medicamentos e produtos para cuidados pessoais","Group 02: Medical Equipment",42,7.68937110752969,12.0020084207775,0.60362350861692,0.364361340155001,0.012570349250992,0,0,2185
"Standard Procedure Notice",47465.05,"-","DIMINUIÇAO DOS CONSUMOS","-",2023-12-29,2023-03-08,296,1,"-",2190,1005,-0.541095890410959,"-",0,365,"Concurso público","Não definido.","MUNDINTER - INTER. MUNDIAL COMERCIO S.A. (500199906),AVIQUIMICA- IMPORTAÇÃO E MANUFACTURAS, LDA (500039720),ENDOTECNICA MATERIAL CIRURGICO , LDA (503818348),TELEFLEX MEDICAL, S.A. (980249783),Medtronic Portugal, Lda. (504223933),EPJMédica, Art.Médicos Hospitalares (506820513),Batist Medical, Lda (508592909),Speculum Artigos Medicos, Lda (502996323),OR SOLUTIONS, SOCIEDADE UNIPESSOAL, LDA (513498664),PMH - Produtos Médicos-Hospitalares, S.A. (502376899),Olympus (980474710),JOHNSON & JOHNSON, LDA (500153370),ANASTÁCIO SALDANHA, UNIPESSOAL, LDA (505804441),Pulmocor - Equipamento Médico, S.A. (501402578),Virtugal, Lda. (510113923),Ecodanusa, lda (510625932),GLSMED Trade S.A. (513515119),Eurocasmédica-Prod. Hospitalares SA (503322105),DIMOR LUSITANA - COMÉRCIO DE PRODUTOS DE SAÚDE E HIGIENE, LDA. (500730741),LELEMAN (B46193827),Intersurgical, Lda (503480045),Vygon (Portugal)-Produtos Médic Farmaceuticos,Lda (503232785),H.R Hospitalar Lda (501895558),B. Braun Medical Lda (501506543),Spaceinsp (514126329),Paul Hartmann, Lda (502271728),OFTALDATA - PRODUTOS PARA OFTALMOLOGIA, LDA (504887459),BACELAR E IRMÃO, LDA (500532818),MEDLINE INTERNATIONAL PORTUGAL , UNIPESSOAL, LDA (510533515),EZEQUIEL PANAO JORGE (501412727),FACTOR PLUS, LDA (502810645),Expomédica, Sociedade Exportadora e Importadora de Material Médico, Lda. (501886621),Molnlycke, Lda. (511101066)",2023,3,8,1,"509186998","PT170","PT17","Nã",NA,"Group Not Specified",61,6.91274282049318,10.7677699976345,1.60362350861692,2.57160835738884,0.0135491700033415,0,0,1005
"Standard Procedure Notice",50996.87,"-","aumento consumos","-",2023-12-29,2023-02-03,329,1,"-",2200,7783.6,2.538,"-",0,365,"Concurso público","33140000-3, Material médico de consumo","Quilaban, S.A (500399670),DIMOR LUSITANA-COMÉRCIO DE PRODUTO DE HIGIENE, LDA (500730741),3M ESPANA S.L. SUCURSAL EM PORTUGAL (980560241),B. BRAUN MEDICAL, UNIPESSOAL LDA (501506543),Z-MED, EQUIPAMENTOS MÉDICOS E HOSPITALARES, LDA. (508531535),MEDLINE INTERNATIONAL PORTUGAL , UNIPESSOAL, LDA. (510533515),BARNA IMPORT MÉDICA PORTUGAL UNIPESSOAL, LDA (513468994),ALBINO DIAS ANDRADE, LDA (500013810),SMITH & NEPHEW, LDA (503552461),BATIST MEDICAL PORTUGAL UNIP., LDA (DOCWORLD) (508592909),VYGON (PORTUGAL), LDA (503232785),VIRTUGAL, LDA. (510113923),ANASTACIO SALDANHA, S.A. (505804441),JOHNSON & JOHNSON, LDA (500153370),MEDICINALIA CORMEDICA - COMER. PROD. MED. HOSP.,LD (500684324),EZEQUIEL PANAO JORGE, LDA (501412727),Medirm, Fabrico e Comércio de Dispositivos Médicos Lda (507162773),GLSMED Trade S.A. (513515119),OVERPHARMA-PRODUTOS MÉDICOS E FARMACÉUTICOS,LDA (505792362),ESSITY PORTUGAL, LDA (EX. BSN/SCA) (503237612),PAUL HARTMANN, LDA (502271728),CLINIFAR PRODUTOS CLINICOS E FARMACEUTICOS, SA (503281115),AVIQUIMICA- IMPORTAÇÃO E MANUFACTURAS, LDA (500039720)",2023,2,3,1,"509186998","PT170","PT17","33","Equipamento médico, medicamentos e produtos para cuidados pessoais","Group 02: Medical Equipment",46,8.959774235084,10.8395391461284,1.60362350861692,2.57160835738884,0.113842458201552,0,0,7783.6
"Standard Procedure Notice",90100,"-","-","-",2022-12-29,2022-05-23,220,0,"-",2214,2214,0,"-",0,216,"Concurso público","33696500-0, Reagentes de laboratório","Bioportugal (502380543),Alfagene, Novas Tecnologias das Ciências da Vida, Lda. (503387398),Laborspirit Lda (507485149),BAPTISTA MARQUES - DIAGNÓSTICA E REAGENTES, LDA (501439110)",2022,5,23,1,"501427511","PT170","PT17","33","Equipamento médico, medicamentos e produtos para cuidados pessoais","Group 02: Medical Equipment",7,7.70255611326858,11.408686542314,0.60362350861692,0.364361340155001,0.0231624940403297,0,0,2214
"Standard Procedure Notice",163081,"-","Procedimento com material para fornecimento continuo. Não houve pedidos novos, logo não houve encomendas nem faturas. Lote 23 ouve ""Resolução do Contrato""","-",2023-01-27,2022-10-31,88,1,"-",2217.5,1648.2,-0.256730552423901,"-",0,181,"Concurso público","33100000-1, Equipamento médico","TeK4life Med Lda (516110616),NOSBET - EQUIPAMENTOS, SA. (513514872),Micromil - Sistemas Médicos e Industriais SA (501605770),VIRTUGAL (510113923),Speculum (502996323),GAMEIROS, MATERIAL CLÍNICO, LDA. (503326305),Paramédica, Lda (501393005),Oftaldata-Prod.Oft, Lda (504887459),Vicis Vita - Equipamentos e Consumiveis Emergência Unipessoal, Lda (515387134),Promei Centro, Lda (506470113),SPACE MEDICAL - EQUIPAMENTOS MEDICOS, LDA (507662407),BACELAR E IRMÃO, LDA (500532818),IBERDATA - EQUIPAMENTOS, S.A. (501904921),ALFRAPHAR - Equipamentos e Produtos Farmacêuticos, Lda. (504223895),FORSCOPTIC LDA (515414581),RMV - PRODUTOS HOSPITALARES, LDA (514782196),EUROCASMÉDICA - PRODUTOS HOSPITALARES, S.A. (503322105),Medicinália Cormédica, Lda (500684324),EUGÉNIO PEREIRA, LDA. (503989525),WTEC LDA (504022172),Clinifar-Produtos Clí. e Farm, S A. (503281115),FILSAT - EQUIPAMENTOS MÉDICO-CIENTÍFICOS LDA. (506708616),EXPOMEDICA (501886621),EPJMEDICA (506820513),Feiramédica - Importação e Comércio de Equipamentos Hospitalares, Lda (503731900)",2022,10,31,1,"503135593","PT11","PT11","33","Equipamento médico, medicamentos e produtos para cuidados pessoais","Group 02: Medical Equipment",42,7.40743906232928,12.0020084207775,0.60362350861692,0.364361340155001,0.00951296891968565,0,0,1648.2
"Standard Procedure Notice",77109.89,"-","-","-",2023-12-18,2023-05-29,203,1,"-",2231.84,2231.84,0,"-",0,366,"Concurso público","33140000-3, Material médico de consumo","Anastácio Saldanha Unipessoal, Lda (505804441),TEK4LIFE MED, LDA. (516110616),HELDER GONÇALVES - ASSISTÊNCIA TÉCNICA DE EQUIPAMENTOS, LDA. (503855421),MEDIKA, TECNOLOGIA MEDICINAL, LDA (514046643),BASTOS VIEGAS (500042772),DOUROMED (505140292),GLSMED TRADE, S.A (513515119),VIRTUGAL (510113923),SORISA - ESTÉTICA E FISIOTERAPIA, S.A. (500990441),B. BRAUN MEDICAL, LDA (501506543),EUROCASMEDICA (503322105),AVIQUIMICA-IMPORTAÇÕES E MANUFACTURAS, LDA. (500039720),SALUTEC-SERVIÇOS E EQUIPAMENTOS DE SAUDE, LDA (506380408),PAUL HARTMANN (502271728),INTERSURGICAL (503480045),BRAMÉDICA FISIO - PRODUTOS DE SAÚDE, LDA. (508560152),MEDLINE (510533515),FILSAT - EQUIPAMENTOS MÉDICO-CIENTÍFICOS, LDA. (506708616),Vicis Vita - Equipamentos e Consumiveis Emergência Unipessoal, Lda (515387134),H.R. Hospitalar, Lda (501895558),Bacelar e Irmao (500532818),Feiramédica - Importação e Comércio de Equipamento (503731900),EXPOMEDICA (501886621),SPECULUM (502996323),MEDIRM (507162773)",2023,5,29,0,"503135593","PT11","PT11","33","Equipamento médico, medicamentos e produtos para cuidados pessoais","Group 02: Medical Equipment",39,7.71058163634393,11.2529997947135,1.60362350861692,2.57160835738884,0.022713789314739,0,0,2231.84
"Standard Procedure Notice",362923.2,"-","Terminou a vigência do contrato","-",2022-02-21,2021-12-20,63,1,"-",2235,149,-0.933333333333333,"-",0,184,"Concurso público","33190000-8, Dispositivos e produtos médicos variados","Enerre - Produções e Representações, Lda. (500732680),Desafios Em Sintonia - Unipessoal Lda (513589910),Curious Dimension Importação e Exportação Unipessoal, Lda (514203501),LOGIMADE, Lda (513927980),Exumas Consulting Group, Lda (510396429),OVERPHARMA - PROD. MÉDICOS E FARMACÊUTICOS, LDA. (505792362),INSULARPHARMA COM PROD QUIMICO-FARMACEUT. DA MADEIRA (511135858),Afonso, Camacho Lda (511001070),FSA (510908497),MEDLINE PORTUGAL (510533515),Extincêndios - Equip. Protecção e Segurança, Lda (501390324),EZEQUIEL PANAO JORGE, LDA (501412727),Sorisa, Estética e Fisioterapia S.A. (500990441),VWR Internacional – Material de Laboratório, Lda. (503842770),BATIST MEDICAL PORTUGAL, (508592909),Medirm, Fabrico e Comércio de Dispositivos Médicos Lda (507162773)",2021,12,20,1,"511228848","PT300","PT30","33","Equipamento médico, medicamentos e produtos para cuidados pessoais","Group 02: Medical Equipment",28,5.00394630594546,12.801949276015,-0.39637649138308,0.157114322921161,0.00044815612193125,0,0,149
"Standard Procedure Notice",267600,"de acordo com as necessidades do IPOC","fornecimento abaixo do valor previsto","-",2019-12-13,2019-08-28,107,1,"-",2240,1269.99,-0.433040178571429,"-",0,125,"Concurso público","33696500-0, Reagentes de laboratório","MEDITECNO - Médicos e Sist. de Diagnosticos, Lda (505025990),FARDIOTOP, PRODUTOS E SERVICOS FARMACEUTCOS, LDA (508033128),ROCHE SISTEMAS DIAGNOSTICO,LDA (504282921),Siemens Healthcare, Lda. (507925173),ABBOTT LABORATORIOS, LDA. (500006148)",2019,8,28,0,"506361438","PT16E","PT16","33","Equipamento médico, medicamentos e produtos para cuidados pessoais","Group 02: Medical Equipment",11,7.14676430540589,12.49725234415,-2.39637649138308,5.74262028845348,0.00572896877312745,0,0,1269.99
"Standard Procedure Notice",9670,"-","-","-",2023-03-31,2022-05-03,332,0,"-",2277.58,2277.58,0,"-",0,89,"Concurso público","33696500-0, Reagentes de laboratório","BIOPORTUGAL Químico, Farmaceutica, Lda. (502380543),IZASA SCIENTIFIC, Lda. (513252088),BIO-RAD LABORATORIES, LDA. (501301321),SEBIA - FABRICO DE APARELHOS BIOQUÍMICOS, UNIPESSOAL LDA (515487996),BECKMAN COULTER PORTUGAL UNIPESSOAL, LDA (509035167),EUROIMMUN PORTUGAL, UNIPESSOAL LDA (504022180),ARIUM - Sistemas de Diagnóstico, LDA. (502501880)",2022,5,3,1,"501427511","PT170","PT17","33","Equipamento médico, medicamentos e produtos para cuidados pessoais","Group 02: Medical Equipment",15,7.73086875475211,9.17688699571696,0.60362350861692,0.364361340155001,0.197581042685999,0,0,2277.58
"Standard Procedure Notice",20977.94,"-","-","-",2018-12-11,2018-02-22,292,1,"-",2280,2280,0,"-",0,305,"Concurso público","33140000-3, Material médico de consumo","3M España, S.L., Sucursal em Portugal (980560241),DPSO - DISTRIB. PRODUTOS SAUDE OCULAR, LDA. (513689818),HR HOSPITALAR,Unipessoal, LDA (501895558),OVERPHARMA PROD MEDICOS E FARMACEUTICOS LDA (505792362),QUILABAN-QUIM LAB ANALITICA, S.A. (500399670),B.BRAUN (501506543),MUNDINTER INTERC. MUNDIAL COMERC., SA (500199906),AVIQUIMICA IMPORT E MANUFATURA (500039720),Docworld, Lda (508592909),Oftaldata, Produtos para Oftalmologia, Ld.ª (504887459),PMH-PROD.MEDICO-HOSPITALARES (502376899),ANASTACIO SALDANHA, UNIPESSOAL (505804441),LINEAMÉDICA-DISPOSITIVOS MÉDICOS-CIRUGICOS, SA (505148676),HOSPITEX MATERIAL HOSPITALAR,LDA (501909842),EPJMEDICA - ARTIGOS MÉDICOS HOSPITALARES (506820513),ALCON PORTUGAL-PROD.EQUIP.OFTALM., LDA (501251685),EZEQUIEL PANAO JORGE, LDA (501412727),Bastos Viegas (500042772),Optifar (501609377),MEDTRONIC PORTUGAL, LDA (504223933),VYGON (PORTUGAL),LDA. (503232785),J.M.V. - SOC. COM. REPRESENTAÇOES, LDA. (501887148),PAUL HARTMANN (502271728),TELEFLEX MEDICAL, SAU (EX-ARROW IBÉRICA, SA) (980249783)",2018,2,22,0,"600000052","PT170","PT17","33","Equipamento médico, medicamentos e produtos para cuidados pessoais","Group 02: Medical Equipment",44,7.73193072194849,9.95127435636503,-3.39637649138308,11.5353732712196,0.109174467254248,0,0,2280
"Standard Procedure Notice",115118,"O prazo para a execução física foi alargado, por forma a prolongar o prazo de validade dos produtos em stock, de acordo com as necessidades dos Laboratórios do INSA, I.P.","-","-",2023-12-22,2023-05-22,214,0,"-",2300,2300,0,"-",0,109,"Concurso público","33696500-0, Reagentes de laboratório","BIOMERIEUX PORTUGAL (501524177),Specanalítica, Equipamentos Científicos, Lda (507350871),AMBIFOOD, LDA. (505400057),WERFEN PORTUGAL, LDA. (501086110)",2023,5,22,0,"501427511","PT170","PT17","33","Equipamento médico, medicamentos e produtos para cuidados pessoais","Group 02: Medical Equipment",8,7.74066440191724,11.6537216549356,1.60362350861692,2.57160835738884,0.0164556534670684,0,0,2300
"Standard Procedure Notice",74682,"-","As quantidades reais necessárias para fazer face às necessidades do INSA. I.P., ficaram abaixo do inicialmente previsto.","-",2021-09-24,2020-12-03,295,0,"-",2300,500,-0.782608695652174,"-",0,25,"Concurso público","33696500-0, Reagentes de laboratório","Ambifood, Lda (505400057),Bio Rad Laboratorios (501301321),QUILABAN - Química Laboratorial Analítica, S.A. (500399670),BIOPORTUGAL - Químico, Farmacêutica, Lda. (502380543),FRILABO II LDA (507958861),Iberlab & Imunoreage - Soluções para Laboratório, Lda (503406694),LABORSPIRIT, LDA. (507485149),HEMOVISION, LDA (509717853),BIOMERIEUX PORTUGAL, LDA. (501524177)",2020,12,3,1,"501427511","PT170","PT17","33","Equipamento médico, medicamentos e produtos para cuidados pessoais","Group 02: Medical Equipment",17,6.21460809842219,11.2210077682468,-1.39637649138308,1.94986730568732,0.00745351676651933,0,0,500
"Standard Procedure Notice",14930,"-","As quantidades reais necessárias para fazer face às necessidades do INSA. I.P., ficaram abaixo do inicialmente previsto.","-",2023-05-03,2022-11-24,160,0,"-",2330.47,2259.49,-0.0304573755508546,"-",0,21,"Concurso público","33696500-0, Reagentes de laboratório","IZASA SCIENTIFIC, LDA (513252088),ARIUM - Sistemas de Diagnóstico, Lda (502501880),BIO-RAD LABORATORIES (501301321),I.L.C.- INSTRUMENTOS DE LABORATÓRIO E CIENTÍFICOS, LDA. (500948208),BIOPORTUGAL, LDA (502380543),THERMO FISHER DIAGNOSTICS (506916243)",2022,11,24,1,"501427511","PT170","PT17","33","Equipamento médico, medicamentos e produtos para cuidados pessoais","Group 02: Medical Equipment",10,7.72289440308363,9.61119486752666,0.60362350861692,0.364361340155001,0.130341959140093,0,0,2259.49
